0.011000	0
0.009000	697
0.013500	2993
0.015000	3436
0.010000	3656
0.011000	3878
0.019000	6078
0.011000	6301
0.019000	7173
0.009000	7388
0.011000	7824
0.019000	8045
0.011000	8261
0.009000	12403
0.011000	12841
0.020000	13961
0.009000	14397
0.020000	14615
0.011000	14837
0.009000	16638
0.011000	17306
0.020000	18897
0.011000	19123
0.009000	19353
0.020000	19592
0.011000	19818
0.009000	20513
0.011000	20972
0.009000	21204
0.011000	21896
0.009000	24239
0.020000	26369
0.011000	27298
0.020000	27528
0.023300	27760
0.022000	28020
0.020400	28259
0.018600	28520
0.018000	28774
0.017200	29016
0.014800	29265
0.014900	29767
0.014700	30008
0.016600	30525
0.020500	30764
0.018600	31038
0.017500	31279
0.014800	31548
0.015200	31811
0.016100	32050
0.015800	32335
0.015600	32582
0.015800	32833
0.016000	33093
0.016100	33339
0.016200	33597
0.013500	33860
0.013600	34128
0.013400	34371
0.013600	34596
0.014100	34836
0.014200	35307
0.014000	35537
0.014700	35767
0.014300	35999
0.014200	36243
0.014700	36482
0.014800	36720
0.015400	36960
0.015600	37210
0.014400	37449
0.013100	37677
0.013300	37907
0.013200	38147
0.012700	38383
0.012900	38595
0.012600	38835
0.012800	39068
0.012300	39313
0.012200	39771
0.012100	39999
0.012500	40229
0.012900	40461
0.012800	40696
0.013000	40921
0.009000	41385
0.011000	41610
0.009000	43231
0.011000	43686
0.010900	55470
0.011000	55697
0.010800	56150
0.011000	56375
0.010600	58449
0.010800	58678
0.010500	58905
0.010600	59132
0.010300	59356
0.010900	59586
0.010800	59827
0.010900	60050
0.010300	60277
0.010600	60501
0.010500	60721
0.010600	60949
0.010300	61179
0.010600	61402
0.010700	61848
0.010200	62072
0.010500	62296
0.010300	62523
0.010500	62750
0.010100	62972
0.010500	63192
0.010400	63411
0.010500	63631
0.010200	63854
0.010400	64082
0.010500	64305
0.010200	64528
0.010100	64748
0.009900	65196
0.010300	65421
0.010400	65645
0.010300	65869
0.009800	66092
0.010300	66317
0.010400	66538
0.010000	66978
0.010300	67202
0.010200	67421
0.010600	67641
0.010200	67870
0.009900	68315
0.010200	68535
0.010300	68754
0.010400	68977
0.009800	69194
0.011000	69418
0.010000	69854
0.009000	70077
0.010000	70728
0.011000	75380
0.009000	75604
0.011000	75824
0.010000	76712
0.009000	76930
0.010000	77810
0.011000	84699
0.015000	94175
0.019000	94408
0.011000	94639
0.009000	96683
0.011000	96908
0.009000	97365
0.011000	97596
0.019000	97818
0.009000	98041
0.011000	98264
0.019000	99158
0.011000	99379
0.020000	100500
0.009000	100730
0.011000	100956
0.020000	101865
0.009000	102099
0.011000	102330
0.020000	103021
0.019900	103246
0.020000	103482
0.030000	103938
0.011000	104165
0.013000	104392
0.011000	106447
0.013000	107355
0.020000	107589
0.011000	107812
0.009000	108510
0.011000	108747
0.020000	110841
0.011000	111067
0.009000	111522
0.011000	111753
0.020000	115439
0.030000	115675
0.035000	115938
0.009000	116171
0.015000	116658
0.011000	116898
0.018000	117153
0.011000	117397
0.018000	118091
0.011000	118318
0.018000	118787
0.011000	119015
0.020000	119481
0.011000	119711
0.020000	120169
0.022000	120400
0.011000	120643
0.020000	120880
0.011000	121116
0.022000	121364
0.033900	121598
0.011000	121854
0.009000	122807
0.011000	123063
0.009000	123541
0.011000	123779
0.033900	124505
0.011000	124740
0.022110	125455
0.022200	125685
0.020200	125935
0.019500	126169
0.023000	126416
0.019700	126660
0.011000	126901
0.025000	127131
0.050000	127363
0.067000	127602
0.011000	127836
0.020000	128068
0.011000	128295
0.020000	128758
0.009000	128987
0.011000	129216
0.030000	130607
0.011000	130851
0.015000	133946
0.011000	134183
0.030000	135143
0.011000	135380
0.009000	157094
0.011000	157321
0.009000	158240
0.011000	158474
0.009000	158938
0.011000	159412
0.010000	159878
0.011000	167487
0.010000	168177
0.011000	168407
0.013000	168636
0.010000	170259
0.011000	170718
0.013000	171178
0.010000	171406
0.013000	171641
0.010000	172333
0.013000	172564
